match_id,match_time,team_1,team_2,ms_1,ms_x,ms_2,fh_1,fh_x,fh_2,p1_1,p1_x,p1_2,p2_1,p2_x,p2_2,p3_1,p3_x,p3_2,p4_1,p4_x,p4_2
1697627,21:00,Wilki Morskie Szczecin,Trefl Sopot,1.21,,2.66,1.65,1.68,,,,,,,,,,,,,
1696488,21:30,A. Milano,Virtus Bologna,1.23,,2.59,1.41,13.00,2.32,1.52,13.00,2.15,1.53,13.00,2.13,1.54,13.00,2.12,1.58,12.90,2.05
